Sample in Buffer,Sample in Window,TRIGGER,design_1_i/adc_debug_0_adc_data_r[13:0]
1309,1309,0,226d
1310,1310,0,1e7f
1311,1311,0,227a
1312,1312,0,1e78
1313,1313,0,228a
1314,1314,0,1e62
1315,1315,0,226e
1316,1316,0,1e75
1317,1317,0,2296
1318,1318,0,1e4a
1319,1319,0,2292
1320,1320,0,1e68
1321,1321,0,227d
1322,1322,0,1e90
1323,1323,0,224a
1324,1324,0,1eb2
1325,1325,0,2245
1326,1326,0,1ea5
1327,1327,0,2270
1328,1328,0,1eb2
1329,1329,0,3ee2
1330,1330,0,3e63
1331,1331,0,1ed3
1332,1332,0,3e7a
1333,1333,0,1e68
1334,1334,0,228c
1335,1335,0,1e7d
1336,1336,0,2285
1337,1337,0,1e68
1338,1338,0,227f
1339,1339,0,1e59
1340,1340,0,2292
1341,1341,0,1e5c
1342,1342,0,227b
1343,1343,0,1e8c
1344,1344,0,227d
1345,1345,0,1e6c
1346,1346,0,2266
1347,1347,0,1e80
1348,1348,0,226a
1349,1349,0,1e7b
1350,1350,0,226d
1351,1351,0,1e78
1352,1352,0,225d
1353,1353,0,1e84
1354,1354,0,2268
1355,1355,0,1e91
1356,1356,0,227d
1357,1357,0,1e64
1358,1358,0,2298
1359,1359,0,1e2f
1360,1360,0,229f
1361,1361,0,1e44
1362,1362,0,22aa
1363,1363,0,1e3b
1364,1364,0,2ebb
1365,1365,0,3ebe
1366,1366,0,1ebe
1367,1367,0,3ed5
1368,1368,0,1e54
1369,1369,0,228f
1370,1370,0,1e75
1371,1371,0,227e
1372,1372,0,1e80
1373,1373,0,226f
1374,1374,0,1e8d
1375,1375,0,2269
1376,1376,0,1e98
1377,1377,0,2278
1378,1378,0,1e6d
1379,1379,0,2279
1380,1380,0,1e6c
1381,1381,0,2270
1382,1382,0,1e7a
1383,1383,0,229a
1384,1384,0,1e54
1385,1385,0,228e
1386,1386,0,1e52
1387,1387,0,22a4
1388,1388,0,1e46
1389,1389,0,229a
1390,1390,0,1e56
1391,1391,0,2288
1392,1392,0,1e77
1393,1393,0,2275
1394,1394,0,1e8c
1395,1395,0,2268
1396,1396,0,1e80
1397,1397,0,227e
1398,1398,0,1e6e
1399,1399,0,22ae
1400,1400,0,1efe
1401,1401,0,3e77
1402,1402,0,3e7f
1403,1403,0,1e7e
1404,1404,0,2a86
1405,1405,0,1e5a
1406,1406,0,229f
1407,1407,0,1e4a
1408,1408,0,22a5
1409,1409,0,1e25
1410,1410,0,22ab
1411,1411,0,1e3f
1412,1412,0,2299
1413,1413,0,1e55
1414,1414,0,229b
1415,1415,0,1e5a
1416,1416,0,227a
1417,1417,0,1e67
1418,1418,0,2282
1419,1419,0,1e6e
1420,1420,0,227b
1421,1421,0,1e68
1422,1422,0,2276
1423,1423,0,1e90
1424,1424,0,227f
1425,1425,0,1e6b
1426,1426,0,228f
1427,1427,0,1e5d
1428,1428,0,2285
1429,1429,0,1e4a
1430,1430,0,22a8
1431,1431,0,1e40
1432,1432,0,22a2
1433,1433,0,1e3b
1434,1434,0,2299
1435,1435,0,1e59
1436,1436,0,3ee3
1437,1437,0,3eb3
1438,1438,0,1ebb
1439,1439,0,229b
1440,1440,0,1e46
1441,1441,0,2280
1442,1442,0,1e67
1443,1443,0,2272
1444,1444,0,1e7a
1445,1445,0,228e
1446,1446,0,1e78
1447,1447,0,2277
1448,1448,0,1e74
1449,1449,0,2278
1450,1450,0,1e57
1451,1451,0,22a0
1452,1452,0,1e39
1453,1453,0,22ae
1454,1454,0,1e34
1455,1455,0,22a3
1456,1456,0,1e31
1457,1457,0,22b7
1458,1458,0,1e28
1459,1459,0,22c5
1460,1460,0,1e2f
1461,1461,0,228d
1462,1462,0,1e66
1463,1463,0,227d
1464,1464,0,1e67
1465,1465,0,2279
1466,1466,0,1e76
1467,1467,0,2287
1468,1468,0,1e56
1469,1469,0,2295
1470,1470,0,1e74
1471,1471,0,2eaf
1472,1472,0,3eff
1473,1473,0,3e7b
1474,1474,0,3e7a
1475,1475,0,1e65
1476,1476,0,2ea7
1477,1477,0,1e3b
1478,1478,0,229e
1479,1479,0,1e3a
1480,1480,0,22a4
1481,1481,0,1e3b
1482,1482,0,229a
1483,1483,0,1e33
1484,1484,0,22b6
1485,1485,0,1e44
1486,1486,0,2286
1487,1487,0,1e68
1488,1488,0,229a
1489,1489,0,1e5d
1490,1490,0,2282
1491,1491,0,1e75
1492,1492,0,2273
1493,1493,0,1e74
1494,1494,0,2280
1495,1495,0,1e53
1496,1496,0,228f
1497,1497,0,1e5a
1498,1498,0,22a4
1499,1499,0,1e3d
1500,1500,0,22a0
1501,1501,0,1e41
1502,1502,0,22a9
1503,1503,0,1e2f
1504,1504,0,22bd
1505,1505,0,1e1c
1506,1506,0,22d9
1507,1507,0,1ea9
1508,1508,0,3ea8
1509,1509,0,3eba
1510,1510,0,3eba
1511,1511,0,3eb2
1512,1512,0,1eb2
1513,1513,0,22a3
1514,1514,0,1e41
1515,1515,0,227e
1516,1516,0,1e6f
1517,1517,0,2286
1518,1518,0,1e54
1519,1519,0,227c
1520,1520,0,1e77
1521,1521,0,2285
1522,1522,0,1e58
1523,1523,0,229f
1524,1524,0,1e40
1525,1525,0,22ad
1526,1526,0,1e06
1527,1527,0,22c6
1528,1528,0,1e18
1529,1529,0,22c2
1530,1530,0,1e1c
1531,1531,0,22b4
1532,1532,0,1e1a
1533,1533,0,22a2
1534,1534,0,1e33
1535,1535,0,22a9
1536,1536,0,1e4c
1537,1537,0,229b
1538,1538,0,1e2b
1539,1539,0,2293
1540,1540,0,1e53
1541,1541,0,2293
1542,1542,0,1e57
1543,1543,0,2e9d
1544,1544,0,3edd
1545,1545,0,1e4c
1546,1546,0,2ea5
1547,1547,0,3ebc
1548,1548,0,22bc
1549,1549,0,1e21
1550,1550,0,22ba
1551,1551,0,1e29
1552,1552,0,22a2
1553,1553,0,1e3f
1554,1554,0,22bb
1555,1555,0,1e25
1556,1556,0,22db
1557,1557,0,1e08
1558,1558,0,22cc
1559,1559,0,1e0b
1560,1560,0,22a6
1561,1561,0,1e39
1562,1562,0,22a2
1563,1563,0,1e3d
1564,1564,0,2287
1565,1565,0,1e41
1566,1566,0,229d
1567,1567,0,1e33
1568,1568,0,22a2
1569,1569,0,1e2f
1570,1570,0,22ba
1571,1571,0,1e10
1572,1572,0,22d1
1573,1573,0,1e00
1574,1574,0,22d8
1575,1575,0,1dfa
1576,1576,0,22d6
1577,1577,0,1df6
1578,1578,0,26f6
1579,1579,0,1ec2
1580,1580,0,3ed6
1581,1581,0,2ff6
1582,1582,0,1df6
1583,1583,0,2ec6
1584,1584,0,1e32
1585,1585,0,229d
1586,1586,0,1e3b
1587,1587,0,22b1
1588,1588,0,1e24
1589,1589,0,2295
1590,1590,0,1e4a
1591,1591,0,22a5
1592,1592,0,1e22
1593,1593,0,22bb
1594,1594,0,1e19
1595,1595,0,22b6
1596,1596,0,1e1c
1597,1597,0,22b1
1598,1598,0,1e28
1599,1599,0,22c0
1600,1600,0,1e0b
1601,1601,0,22d3
1602,1602,0,1de0
1603,1603,0,22e1
1604,1604,0,1df2
1605,1605,0,22b8
1606,1606,0,1e2d
1607,1607,0,22ac
1608,1608,0,1e41
1609,1609,0,2287
1610,1610,0,1e52
1611,1611,0,22a1
1612,1612,0,1e48
1613,1613,0,229b
1614,1614,0,1e5b
1615,1615,0,3edf
1616,1616,0,3ebf
1617,1617,0,1ebb
1618,1618,0,2eb8
1619,1619,0,1ecf
1620,1620,0,22df
1621,1621,0,1def
1622,1622,0,22ce
1623,1623,0,1df0
1624,1624,0,22c7
1625,1625,0,1e10
1626,1626,0,22cf
1627,1627,0,1e0a
1628,1628,0,22c6
1629,1629,0,1e08
1630,1630,0,22c5
1631,1631,0,1e12
1632,1632,0,22bb
1633,1633,0,1e20
1634,1634,0,22ae
1635,1635,0,1e17
1636,1636,0,22b3
1637,1637,0,1e28
1638,1638,0,22a2
1639,1639,0,1e46
1640,1640,0,22af
1641,1641,0,1e12
1642,1642,0,22bb
1643,1643,0,1e17
1644,1644,0,22ae
1645,1645,0,1dff
1646,1646,0,22ef
1647,1647,0,1ddc
1648,1648,0,22cf
1649,1649,0,1e0a
1650,1650,0,2ec8
1651,1651,0,3ece
1652,1652,0,3ede
1653,1653,0,2ed6
1654,1654,0,1df4
1655,1655,0,2ecc
1656,1656,0,1e0c
1657,1657,0,22ae
1658,1658,0,1e40
1659,1659,0,228a
1660,1660,0,1e3f
1661,1661,0,22b7
1662,1662,0,1e18
1663,1663,0,22b1
1664,1664,0,1e1a
1665,1665,0,22a3
1666,1666,0,1e26
1667,1667,0,22c4
1668,1668,0,1e10
1669,1669,0,22d5
1670,1670,0,1de8
1671,1671,0,22eb
1672,1672,0,1de4
1673,1673,0,22d3
1674,1674,0,1de4
1675,1675,0,22c4
1676,1676,0,1e02
1677,1677,0,22da
1678,1678,0,1dfc
1679,1679,0,22b7
1680,1680,0,1e1f
1681,1681,0,22a9
1682,1682,0,1e19
1683,1683,0,22a5
1684,1684,0,1e32
1685,1685,0,2292
1686,1686,0,1edf
1687,1687,0,3ecf
1688,1688,0,2e98
1689,1689,0,1eb5
1690,1690,0,3eb2
1691,1691,0,3ea6
1692,1692,0,22a6
1693,1693,0,1e33
1694,1694,0,22a8
1695,1695,0,1e29
1696,1696,0,22cc
1697,1697,0,1df8
1698,1698,0,22ce
1699,1699,0,1dea
1700,1700,0,22cb
1701,1701,0,1e0e
1702,1702,0,22bc
1703,1703,0,1e18
1704,1704,0,22cb
1705,1705,0,1e0b
1706,1706,0,22b4
1707,1707,0,1e35
1708,1708,0,2294
1709,1709,0,1e5e
1710,1710,0,22a5
1711,1711,0,1e22
1712,1712,0,22b4
1713,1713,0,1e10
1714,1714,0,22bc
1715,1715,0,1e1f
1716,1716,0,22c2
1717,1717,0,1e0b
1718,1718,0,22c1
1719,1719,0,1e16
1720,1720,0,22d5
1721,1721,0,1dff
1722,1722,0,2ffe
1723,1723,0,3fe5
1724,1724,0,1de9
1725,1725,0,2ec5
1726,1726,0,1e98
1727,1727,0,2eb8
1728,1728,0,1e28
1729,1729,0,22a5
1730,1730,0,1e3b
1731,1731,0,22a1
1732,1732,0,1e20
1733,1733,0,22a7
1734,1734,0,1e1e
1735,1735,0,22a7
1736,1736,0,1e2e
1737,1737,0,22c5
1738,1738,0,1df3
1739,1739,0,22e8
1740,1740,0,1deb
1741,1741,0,22e3
1742,1742,0,1dcd
1743,1743,0,22f7
1744,1744,0,1db6
1745,1745,0,2308
1746,1746,0,1ddb
1747,1747,0,22e2
1748,1748,0,1df0
1749,1749,0,22c2
1750,1750,0,1e35
1751,1751,0,22b9
1752,1752,0,1e29
1753,1753,0,22a9
1754,1754,0,1e1e
1755,1755,0,22ae
1756,1756,0,1e0d
1757,1757,0,26bf
1758,1758,0,1ffe
1759,1759,0,3fee
1760,1760,0,2efe
1761,1761,0,1dff
1762,1762,0,2ecb
1763,1763,0,1dd7
1764,1764,0,22ed
1765,1765,0,1ddb
1766,1766,0,22e2
1767,1767,0,1e00
1768,1768,0,22ad
1769,1769,0,1e12
1770,1770,0,22dd
1771,1771,0,1dda
1772,1772,0,22dc
1773,1773,0,1e01
1774,1774,0,22bb
1775,1775,0,1e24
1776,1776,0,22a6
1777,1777,0,1e36
1778,1778,0,2295
1779,1779,0,1e4e
1780,1780,0,22a3
1781,1781,0,1e26
1782,1782,0,22ab
1783,1783,0,1e18
1784,1784,0,22be
1785,1785,0,1e09
1786,1786,0,22ba
1787,1787,0,1e28
1788,1788,0,22cc
1789,1789,0,1df6
1790,1790,0,22e5
1791,1791,0,1dd8
1792,1792,0,22f5
1793,1793,0,1de5
1794,1794,0,3ffd
1795,1795,0,3ffd
1796,1796,0,1dfd
1797,1797,0,2ac7
1798,1798,0,1e11
1799,1799,0,22a8
1800,1800,0,1e23
1801,1801,0,22ab
1802,1802,0,1e1e
1803,1803,0,22b7
1804,1804,0,1e28
1805,1805,0,22aa
1806,1806,0,1e3b
1807,1807,0,22ae
1808,1808,0,1e25
1809,1809,0,22b7
1810,1810,0,1e0d
1811,1811,0,22d5
1812,1812,0,1df5
1813,1813,0,22d7
1814,1814,0,1df4
1815,1815,0,22db
1816,1816,0,1df3
1817,1817,0,22d3
1818,1818,0,1df4
1819,1819,0,22c5
1820,1820,0,1e10
1821,1821,0,22bc
1822,1822,0,1e1e
1823,1823,0,22ba
1824,1824,0,1e0c
1825,1825,0,22c0
1826,1826,0,1e26
1827,1827,0,22ae
1828,1828,0,1e1e
1829,1829,0,2ebe
1830,1830,0,3eae
1831,1831,0,3eb6
1832,1832,0,3eb1
1833,1833,0,1ee0
1834,1834,0,22cb
1835,1835,0,1e4e
1836,1836,0,22ca
1837,1837,0,1e08
1838,1838,0,22d2
1839,1839,0,1dc7
1840,1840,0,22f1
1841,1841,0,1ddc
1842,1842,0,22d2
1843,1843,0,1e01
1844,1844,0,22b4
1845,1845,0,1e29
1846,1846,0,22ad
1847,1847,0,1e1c
1848,1848,0,22be
1849,1849,0,1e2e
1850,1850,0,22a0
1851,1851,0,1e39
1852,1852,0,2293
1853,1853,0,1e2c
1854,1854,0,22c3
1855,1855,0,1dfc
1856,1856,0,22c6
1857,1857,0,1e11
1858,1858,0,22bf
1859,1859,0,1e00
1860,1860,0,22ba
1861,1861,0,1e06
1862,1862,0,22da
1863,1863,0,1dea
1864,1864,0,26fe
1865,1865,0,1fdf
1866,1866,0,3de3
1867,1867,0,2eb9
1868,1868,0,1e04
1869,1869,0,22b9
1870,1870,0,1ea8
1871,1871,0,22b8
1872,1872,0,1e1e
1873,1873,0,22a0
1874,1874,0,1e34
1875,1875,0,22a2
1876,1876,0,1e5c
1877,1877,0,229c
1878,1878,0,1e2e
1879,1879,0,22af
1880,1880,0,1e21
1881,1881,0,22be
1882,1882,0,1e05
1883,1883,0,22cd
1884,1884,0,1e0f
1885,1885,0,22b7
1886,1886,0,1e13
1887,1887,0,22d4
1888,1888,0,1df5
1889,1889,0,22ce
1890,1890,0,1e03
1891,1891,0,22c9
1892,1892,0,1df6
1893,1893,0,22be
1894,1894,0,1e22
1895,1895,0,229b
1896,1896,0,1e43
1897,1897,0,2296
1898,1898,0,1e39
1899,1899,0,22b7
1900,1900,0,1e3f
1901,1901,0,2ebe
1902,1902,0,3eb6
1903,1903,0,1e8d
1904,1904,0,2eb6
1905,1905,0,1ed1
1906,1906,0,22c3
1907,1907,0,1e16
1908,1908,0,22b6
1909,1909,0,1e12
1910,1910,0,22e2
1911,1911,0,1de3
1912,1912,0,22d4
1913,1913,0,1e13
1914,1914,0,22bb
1915,1915,0,1e1d
1916,1916,0,22a0
1917,1917,0,1e27
1918,1918,0,2295
1919,1919,0,1e57
1920,1920,0,2283
1921,1921,0,1e68
1922,1922,0,228a
1923,1923,0,1e54
1924,1924,0,22a1
1925,1925,0,1e22
1926,1926,0,22d7
1927,1927,0,1e07
1928,1928,0,22c0
1929,1929,0,1e06
1930,1930,0,22cb
1931,1931,0,1df8
1932,1932,0,22f1
1933,1933,0,1df2
1934,1934,0,22d6
1935,1935,0,1dfa
1936,1936,0,2efa
1937,1937,0,3ef8
1938,1938,0,3e3d
1939,1939,0,3eae
1940,1940,0,3eb6
1941,1941,0,2eb6
1942,1942,0,1e1d
1943,1943,0,228a
1944,1944,0,1e65
1945,1945,0,229a
1946,1946,0,1e59
1947,1947,0,228e
1948,1948,0,1e5d
1949,1949,0,226b
1950,1950,0,1e76
1951,1951,0,2295
1952,1952,0,1e37
1953,1953,0,22b9
1954,1954,0,1e18
1955,1955,0,22b3
1956,1956,0,1e1a
1957,1957,0,22ce
1958,1958,0,1e0a
1959,1959,0,22bb
1960,1960,0,1e23
1961,1961,0,22a9
1962,1962,0,1e26
1963,1963,0,22a7
1964,1964,0,1e3c
1965,1965,0,228e
1966,1966,0,1e66
1967,1967,0,2293
1968,1968,0,1e3b
1969,1969,0,228e
1970,1970,0,1e57
1971,1971,0,229d
1972,1972,0,1e4f
1973,1973,0,3efe
1974,1974,0,3eb7
1975,1975,0,1eb1
1976,1976,0,3eb1
1977,1977,0,1ea0
1978,1978,0,22b5
1979,1979,0,1e1b
1980,1980,0,22d9
1981,1981,0,1e0f
1982,1982,0,22bc
1983,1983,0,1e1a
1984,1984,0,22aa
1985,1985,0,1e3d
1986,1986,0,22ae
1987,1987,0,1e49
1988,1988,0,2283
1989,1989,0,1e47
1990,1990,0,229b
1991,1991,0,1e57
1992,1992,0,227e
1993,1993,0,1e75
1994,1994,0,2285
1995,1995,0,1e41
1996,1996,0,2294
1997,1997,0,1e58
1998,1998,0,2297
1999,1999,0,1e44
2000,2000,0,22b6
2001,2001,0,1e1c
2002,2002,0,22c6
2003,2003,0,1e1a
2004,2004,0,22bc
2005,2005,0,1e15
2006,2006,0,22c3
2007,2007,0,1e22
2008,2008,0,2ea6
2009,2009,0,3ee7
2010,2010,0,1e5f
2011,2011,0,3e7e
2012,2012,0,1e5a
2013,2013,0,2284
2014,2014,0,1e4a
2015,2015,0,229a
2016,2016,0,1e5c
2017,2017,0,2275
2018,2018,0,1e8f
2019,2019,0,2271
2020,2020,0,1e65
2021,2021,0,2280
2022,2022,0,1e5c
2023,2023,0,22a3
2024,2024,0,1e32
2025,2025,0,22a8
2026,2026,0,1e34
2027,2027,0,22ac
2028,2028,0,1e1e
2029,2029,0,22b0
2030,2030,0,1e27
2031,2031,0,22a0
2032,2032,0,1e18
2033,2033,0,22aa
2034,2034,0,1e30
2035,2035,0,22b0
2036,2036,0,1e44
2037,2037,0,227a
2038,2038,0,1e68
2039,2039,0,2296
2040,2040,0,1e5e
2041,2041,0,2286
2042,2042,0,1e74
2043,2043,0,227b
2044,2044,0,1e7f
2045,2045,0,3e7f
2046,2046,0,3e7f
2047,2047,0,1e58
2048,2048,0,2a89
2049,2049,0,1e6c
2050,2050,0,2290
2051,2051,0,1e6e
2052,2052,0,2281
2053,2053,0,1e54
2054,2054,0,229f
2055,2055,0,1e44
2056,2056,0,22b4
2057,2057,0,1e41
2058,2058,0,2287
2059,2059,0,1e6e
2060,2060,0,226b
2061,2061,0,1e78
2062,2062,0,2270
2063,2063,0,1e7e
2064,2064,0,2272
2065,2065,0,1e86
2066,2066,0,2276
2067,2067,0,1e74
2068,2068,0,2289
2069,2069,0,1e60
2070,2070,0,2298
2071,2071,0,1e4d
2072,2072,0,2293
2073,2073,0,1e51
2074,2074,0,228c
2075,2075,0,1e43
2076,2076,0,22b2
2077,2077,0,1e35
2078,2078,0,22a5
2079,2079,0,1e3d
2080,2080,0,2ebd
2081,2081,0,3ea5
2082,2082,0,1e5a
2083,2083,0,228a
2084,2084,0,1e71
2085,2085,0,2285
2086,2086,0,1e73
2087,2087,0,2278
2088,2088,0,1e95
2089,2089,0,2256
2090,2090,0,1ea0
2091,2091,0,227f
2092,2092,0,1e71
2093,2093,0,2284
2094,2094,0,1e69
2095,2095,0,2293
2096,2096,0,1e5f
2097,2097,0,22a6
2098,2098,0,1e3e
2099,2099,0,22a6
2100,2100,0,1e47
2101,2101,0,229e
2102,2102,0,1e2a
2103,2103,0,229e
2104,2104,0,1e43
2105,2105,0,2282
2106,2106,0,1e72
2107,2107,0,2287
2108,2108,0,1e6e
2109,2109,0,2265
2110,2110,0,1e84
2111,2111,0,225d
2112,2112,0,1e98
2113,2113,0,2253
2114,2114,0,1e9e
2115,2115,0,2e6e
2116,2116,0,1e6c
2117,2117,0,3e7e
2118,2118,0,2e7a
2119,2119,0,1e8f
2120,2120,0,2e7e
2121,2121,0,1e5c
2122,2122,0,2280
2123,2123,0,1e55
2124,2124,0,2279
2125,2125,0,1e6a
2126,2126,0,228d
2127,2127,0,1e6e
2128,2128,0,2268
2129,2129,0,1e7b
2130,2130,0,227e
2131,2131,0,1e73
2132,2132,0,226f
2133,2133,0,1e78
2134,2134,0,227b
2135,2135,0,1e7a
2136,2136,0,226c
2137,2137,0,1e9f
2138,2138,0,225c
2139,2139,0,1e91
2140,2140,0,226d
2141,2141,0,1e6c
2142,2142,0,226b
2143,2143,0,1e84
2144,2144,0,228b
2145,2145,0,1e55
2146,2146,0,229d
2147,2147,0,1e4b
2148,2148,0,2282
2149,2149,0,1e68
2150,2150,0,22a1
2151,2151,0,1e71
2152,2152,0,3e7b
2153,2153,0,3e7f
2154,2154,0,3e7f
2155,2155,0,3e7f
2156,2156,0,1e7d
2157,2157,0,2272
2158,2158,0,1e91
2159,2159,0,2257
2160,2160,0,1eac
2161,2161,0,225e
2162,2162,0,1e92
2163,2163,0,2260
2164,2164,0,1e8c
2165,2165,0,2264
2166,2166,0,1e95
2167,2167,0,2277
2168,2168,0,1e87
2169,2169,0,226e
2170,2170,0,1e89
2171,2171,0,2279
2172,2172,0,1e77
2173,2173,0,2287
2174,2174,0,1e72
2175,2175,0,2263
2176,2176,0,1eae
2177,2177,0,227b
2178,2178,0,1e78
2179,2179,0,225b
2180,2180,0,1ea5
2181,2181,0,224e
2182,2182,0,1eb5
2183,2183,0,222f
2184,2184,0,1ecb
2185,2185,0,2233
2186,2186,0,1ef3
2187,2187,0,2ed7
2188,2188,0,3ee5
2189,2189,0,1ea9
2190,2190,0,2e5d
2191,2191,0,1e9d
2192,2192,0,2e6c
2193,2193,0,1e7d
2194,2194,0,2279
2195,2195,0,1e83
2196,2196,0,2277
2197,2197,0,1e7b
2198,2198,0,2264
2199,2199,0,1e9a
2200,2200,0,2258
2201,2201,0,1ea0
2202,2202,0,225a
2203,2203,0,1ea8
2204,2204,0,2256
2205,2205,0,1e9d
2206,2206,0,2244
2207,2207,0,1ec9
2208,2208,0,223c
2209,2209,0,1ec6
2210,2210,0,2254
2211,2211,0,1ea9
2212,2212,0,223e
2213,2213,0,1eaf
2214,2214,0,2259
2215,2215,0,1e9f
2216,2216,0,2267
2217,2217,0,1e8c
2218,2218,0,2278
2219,2219,0,1e7d
2220,2220,0,227a
2221,2221,0,1e93
2222,2222,0,2e7f
2223,2223,0,1eec
2224,2224,0,3eec
2225,2225,0,2ed2
2226,2226,0,1ec0
2227,2227,0,2a3f
2228,2228,0,1ead
2229,2229,0,223e
2230,2230,0,1ed7
2231,2231,0,223d
2232,2232,0,1ec1
2233,2233,0,224b
2234,2234,0,1ebc
2235,2235,0,2246
2236,2236,0,1ebf
2237,2237,0,2258
2238,2238,0,1ea5
2239,2239,0,225d
2240,2240,0,1ea5
2241,2241,0,2245
2242,2242,0,1e96
2243,2243,0,2266
2244,2244,0,1e98
2245,2245,0,225b
2246,2246,0,1ebd
2247,2247,0,2246
2248,2248,0,1eb2
2249,2249,0,224d
2250,2250,0,1eb6
2251,2251,0,2248
2252,2252,0,1ed4
2253,2253,0,222c
2254,2254,0,1ece
2255,2255,0,2233
2256,2256,0,1ed4
2257,2257,0,2231
2258,2258,0,1ef3
2259,2259,0,3efb
2260,2260,0,3ebb
2261,2261,0,1eb3
2262,2262,0,2e72
2263,2263,0,1eb6
2264,2264,0,225c
2265,2265,0,1e9a
2266,2266,0,2264
2267,2267,0,1e90
2268,2268,0,225a
2269,2269,0,1ea1
2270,2270,0,224d
2271,2271,0,1ebd
2272,2272,0,2242
2273,2273,0,1eb3
2274,2274,0,2239
2275,2275,0,1ee1
2276,2276,0,2224
2277,2277,0,1edb
2278,2278,0,2238
2279,2279,0,1ee4
2280,2280,0,221c
2281,2281,0,1ee6
2282,2282,0,2217
2283,2283,0,1ee3
2284,2284,0,2235
2285,2285,0,1ed2
2286,2286,0,2247
2287,2287,0,1eae
2288,2288,0,223f
2289,2289,0,1eb7
2290,2290,0,223f
2291,2291,0,1ecb
2292,2292,0,223e
2293,2293,0,1ebb
2294,2294,0,2e6f
2295,2295,0,3eed
2296,2296,0,3eae
2297,2297,0,3ec2
2298,2298,0,1ec0
2299,2299,0,2eef
2300,2300,0,1eef
2301,2301,0,2228
2302,2302,0,1eea
2303,2303,0,222a
2304,2304,0,1ed4
2305,2305,0,2227
2306,2306,0,1eeb
2307,2307,0,2247
2308,2308,0,1eb0
2309,2309,0,2240
2310,2310,0,1eca
2311,2311,0,2236
2312,2312,0,1ebb
2313,2313,0,2252
2314,2314,0,1eba
2315,2315,0,2237
2316,2316,0,1ec9
2317,2317,0,223e
2318,2318,0,1ed1
2319,2319,0,2231
2320,2320,0,1ed6
2321,2321,0,2230
2322,2322,0,1ee6
2323,2323,0,222c
2324,2324,0,1ee3
2325,2325,0,2200
2326,2326,0,1f0a
2327,2327,0,2210
2328,2328,0,1eec
2329,2329,0,2222
2330,2330,0,1eef
2331,2331,0,3eed
2332,2332,0,2ee2
2333,2333,0,1ed2
2334,2334,0,2af9
2335,2335,0,1ec8
2336,2336,0,2231
2337,2337,0,1ecb
2338,2338,0,2231
2339,2339,0,1ed1
2340,2340,0,223f
2341,2341,0,1edf
2342,2342,0,2232
2343,2343,0,1ecf
2344,2344,0,2238
2345,2345,0,1ec6
2346,2346,0,222c
2347,2347,0,1ee9
2348,2348,0,2218
2349,2349,0,1ef6
2350,2350,0,21e5
2351,2351,0,1f15
2352,2352,0,21f1
2353,2353,0,1f08
2354,2354,0,2222
2355,2355,0,1ed2
2356,2356,0,2239
2357,2357,0,1ef0
2358,2358,0,2217
2359,2359,0,1ed4
2360,2360,0,2233
2361,2361,0,1ec9
2362,2362,0,223d
2363,2363,0,1ee2
2364,2364,0,2224
2365,2365,0,1ef2
2366,2366,0,2ef6
2367,2367,0,3ee6
2368,2368,0,3ee6
2369,2369,0,2ee7
2370,2370,0,1eeb
2371,2371,0,22ef
2372,2372,0,1efd
2373,2373,0,2201
2374,2374,0,1f0b
2375,2375,0,2215
2376,2376,0,1f17
2377,2377,0,2201
2378,2378,0,1efc
2379,2379,0,2213
2380,2380,0,1eef
2381,2381,0,2220
2382,2382,0,1ed4
2383,2383,0,2233
2384,2384,0,1ee2
2385,2385,0,222c
2386,2386,0,1edd
2387,2387,0,2252
2388,2388,0,1ed7
2389,2389,0,223a
2390,2390,0,1ee1
2391,2391,0,2221
2392,2392,0,1ef2
2393,2393,0,21f5
2394,2394,0,1f19
2395,2395,0,2200
2396,2396,0,1f03
2397,2397,0,2208
2398,2398,0,1f15
2399,2399,0,21f4
2400,2400,0,1f19
2401,2401,0,2fff
2402,2402,0,1ff6
2403,2403,0,3ef7
2404,2404,0,2f07
2405,2405,0,1f08
2406,2406,0,2f17
2407,2407,0,1f07
2408,2408,0,2203
2409,2409,0,1eee
2410,2410,0,222a
2411,2411,0,1ef1
2412,2412,0,2223
2413,2413,0,1eeb
2414,2414,0,222a
2415,2415,0,1ee3
2416,2416,0,2206
2417,2417,0,1f0e
2418,2418,0,2200
2419,2419,0,1f06
2420,2420,0,21de
2421,2421,0,1f20
2422,2422,0,21dc
2423,2423,0,1f1f
2424,2424,0,21ef
2425,2425,0,1f10
2426,2426,0,2216
2427,2427,0,1f07
2428,2428,0,2209
2429,2429,0,1eee
2430,2430,0,2228
2431,2431,0,1ee9
2432,2432,0,2222
2433,2433,0,1ee6
2434,2434,0,2217
2435,2435,0,1eda
2436,2436,0,221c
2437,2437,0,1efd
2438,2438,0,3eff
2439,2439,0,3ad7
2440,2440,0,1eea
2441,2441,0,225c
2442,2442,0,1ef1
2443,2443,0,21e7
2444,2444,0,1f2b
2445,2445,0,21e4
2446,2446,0,1f26
2447,2447,0,2200
2448,2448,0,1f04
2449,2449,0,21fa
2450,2450,0,1f08
2451,2451,0,220d
2452,2452,0,1ef4
2453,2453,0,221d
2454,2454,0,1f04
2455,2455,0,21fe
2456,2456,0,1ef6
2457,2457,0,221d
2458,2458,0,1ee7
2459,2459,0,2235
2460,2460,0,1ee1
2461,2461,0,220e
2462,2462,0,1efe
2463,2463,0,2203
2464,2464,0,1f16
2465,2465,0,21fc
2466,2466,0,1f17
